fuente,nombre,marca,categoria,url,ingredientes,condiciones_alimentarias,porcion,porciones_por_envase,energia_kcal,proteinas_g,grasas_totales_g,grasas_saturadas_g,grasas_trans_g,colesterol_mg,carbohidratos_g,azucares_g,sodio_mg,fibra_dietetica_g,tipo_alimento,base_calculo,sello_alto_calorias,sello_alto_azucares,sello_alto_grasas_sat,sello_alto_sodio,total_sellos
Jumbo,Queso Parmesano Dos Castaños 300 g,Dos Castaños,Especiales y Tablas de Quesos > Quesos > Quesos y Fiambres,https://www.jumbo.cl/queso-parmesano-dos-castanos-300gr,"Leche de vaca pasteurizada,  Sal,  Cloruro de calcio,  Cultivos lácticos,  Cuajo,  Colorante natural amarillo,  Caseína de leche,  Lactosa","Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",10 G (10 g),30,"397.98 / 39.8, 397.98 / 39.8","27.88 / 2.8, 27.88 / 2.8","29.5 / 3, 29.5 / 3","69.68 / 7, 69.68 / 7",0.25 / 0,97.8 / 9.8,3.13 / 0.3,0.89 / 0.1,459.54 / 46,,solido,por_100g,SI,NO,SI,SI,3
Jumbo,Ramitas Puri Queso 22 g,Puripop Popcorn,"Ramitas, Suflés y Otros Snacks > Snacks > Chocolates, Galletas y Snacks > Experiencias Jumbo > Mundo Bio Natura > Vegano",https://www.jumbo.cl/puri-ramitas-queso-puripop-22-gr-2023067,"Harina de maíz,  Harina de garbanzos (24.0%),  Aceite de maravilla,  Fibra de lupino (8.0%),  Maltodextrina de maíz,  Cebolla,  Sal,  Extracto de levadura,  Saborizante natural,  Oleorresina de pimentón,  Sal","Libre de Lactosa, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Vegano, Vegetariano",1 Taza (22 g),1,435 / 95.7,9.7 / 2.1,17 / 3.7,1.7 / 0.4,0 / 0,0 / 0,54.5 / 12,3.5 / 0.8,398 / 87.6,,solido,por_100g,SI,NO,NO,NO,1
Jumbo,Queso Cabra Hommage Trozo Granel,Hommage,Quesos Importados > Quesos > Quesos y Fiambres,https://www.jumbo.cl/queso-de-cabra-maduro-hommage-granel,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Queso Mantecoso Longavi Trozo Granel,Longavi,Mantecosos y Chanco > Quesos > Quesos y Fiambres,https://www.jumbo.cl/queso-mantecoso-longavi-granel,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Empanadas de Cóctel Queso 10 un.,Degustar,Empanadas y Sándwiches > Comidas Preparadas > Experiencias Jumbo,https://www.jumbo.cl/empanadas-de-cocktail-degustar-10-unid-queso-2,"Harina de trigo,  Leche entera,  Polifosfato de sodio,  Manteca de cerdo,  Bht,  Tbhq,  Agua,  Yema de huevo en polvo,  Sal,  Lecitina de soya,  Fibra de trigo,  Preservante sorbato de potasio,  Preservante ácido cítrico,  Preservante propionato de calcio,  Preservante dióxido de silicio,  Leche pasteurizada parcialmente descremada,  Proteína de leche,  Sal,  Cloruro de calcio,  Nitrato de sodio,  Cuajo,  Cultivos lácticos,  Annato,  Crema de leche,  Leche en polvo descremada,  Emulsionante mono y diglicéridos,  Lecitina de soya,  Espesante celulosa microcristalina,  Espesante carragenina,  Gluten (harina),  Leche,  Soya,  Huevo",Libre de Maní,2 Unidades (60 g),5,370 / 222,12 / 7.2,20 / 12,11 / 6.6,0.4 / 0.2,59 / 35.4,36 / 21.6,2 / 1.2,473 / 283.8,,solido,por_100g,SI,NO,SI,SI,3
Jumbo,Queso Cabra Callaqui Trozo Granel,Callaqui,Cabra y Oveja > Quesos > Quesos y Fiambres,https://www.jumbo.cl/lingote-suave-de-queso-de-cabra-callaqui-1-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Queso Oveja Boladero Trozo Granel,Boladero,Cabra y Oveja > Quesos > Quesos y Fiambres,https://www.jumbo.cl/queso-de-oveja-semi-maduro-boladero-granel,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Aperitivo Puripop Queso 40 g,Purisnacks,"Cabritas > Snacks > Chocolates, Galletas y Snacks",https://www.jumbo.cl/puripop-queso-40gr-1959618,"Maíz,  Aceite de canola,  Maltodextrina de maíz,  Cebolla,  Sal,  Extracto de levadura,  Saborizante natural,  Oleorresina pimentón,  Sal","Vegetariano, Kosher, Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Vegano, Vegetariano, Kosher",1 1/2 Taza (15 g),3,"347 / 52.1, 347 / 52.1",8.2 / 1.2,15.4 / 2.3,1.5 / 0.2,0 / 0,0 / 0,43.7 / 6.6,1.6 / 0.2,706 / 105.9,,solido,por_100g,SI,NO,NO,SI,2
Jumbo,Queso Mozzarella Pucará Trozo Granel,Pucará,Especiales y Tablas de Quesos > Quesos > Quesos y Fiambres,https://www.jumbo.cl/queso-mozzarella-trenzada,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Queso Oveja Boladero Trozo Granel,Boladero,Cabra y Oveja > Quesos > Quesos y Fiambres,https://www.jumbo.cl/queso-boladero-oveja-feta-trozo,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Queso Gauda Beemster Trozo Granel,Beemster,Quesos Importados > Quesos > Quesos y Fiambres,https://www.jumbo.cl/queso-royal-beemster-granel,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Queso Parmesano Quillayes Trozo Granel,Quillayes,Especiales y Tablas de Quesos > Quesos > Quesos y Fiambres,https://www.jumbo.cl/queso-quillayes-parmesano-kg,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Queso Fresco Colun 450 g,Colun,"Chacras, Frescos y Quesillos > Quesos > Quesos y Fiambres",https://www.jumbo.cl/queso-fresco-colun-450-g,"Leche pasteurizada,  Sal,  Cuajo,  Vitamina d3","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten",1 Rebanada (30 g),15,175 / 52.5,12 / 3.6,12.1 / 3.6,7.74 / 2.3,0.52 / 0.2,39 / 11.7,4.5 / 1.4,3.4 / 1,325 / 97.5,,solido,por_100g,NO,NO,SI,NO,1
Jumbo,Queso Mantecoso Kastanon Trozo Granel,Kastanon,Mantecosos y Chanco > Quesos > Quesos y Fiambres,https://www.jumbo.cl/queso-mantecoso-kastanon-trozo-granel,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Queso Gauda Soprole Laminado Granel,Soprole,Gauda > Quesos > Quesos y Fiambres,https://www.jumbo.cl/queso-gauda-laminado-granel,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Mantequilla Loncoleche 200 g,Loncoleche,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-200gr-2032693,"Crema pasteurizada de leche,  Sal","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Cdta (5 g),40,742 / 37.1,0.6 / 0,82 / 4.1,57 / 2.9,5 / 0.3,240 / 12,0.5 / 0,0.5 / 0,700 / 35,,solido,por_100g,SI,NO,SI,SI,3
Jumbo,Galletas Mantequilla 140 g,Costa,"Galletas Tradicionales > Galletas Dulces > Chocolates, Galletas y Snacks",https://www.jumbo.cl/galletas-de-mantequilla-costa-140-g,"Harina de trigo,  Azúcar,  Aceite de palma fraccionado,  Mantequilla (5%),  Huevos,  Almidón de maíz,  Margarina de repostería,  Miel de abejas,  Sal,  Bicarbonato de amonio (leudante),  Bicarbonato de sodio (leudante),  Saborizante idéntico a natural,  Lecitina de soya (emulsificante),  Fosfato monocálcico (regulador de acidez),  Gluten,  Leche,  Soya","Libre de Peces, Libre de Mariscos",4 Unidades (38 g),4,475 / 180.5,5.3 / 2,19.1 / 7.3,10.2 / 3.9,0.34 / 0.1,34.95 / 13.3,70.5 / 26.8,27.2 / 10.3,322 / 122.4,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Mantequilla Colun 200 g,Colun,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-colun-pote-200-g-con-sal,"Crema de leche pasteurizada,  Sal,  Vitamina d3","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Lactosa, Kosher",1 Cucharadita (7 g),29,754 / 52.8,0.6 / 0,83.2 / 5.8,55.13 / 3.9,3.89 / 0.3,227 / 15.9,0.7 / 0,0.7 / 0,398 / 27.9,,solido,por_100g,SI,NO,SI,NO,2
Jumbo,Mantequilla Soprole Quilque 250 g,Soprole,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/manteq-soprole-receta-de-campo-pan-250g,"Crema de suero de leche,  Sal,  Leche, Crema de suero de leche,  Sal,  Leche","Vegetariano, Vegetariano, Libre de Soya, Libre de Soya, Libre de Huevo, Libre de Huevo, Libre de Peces, Libre de Peces, Libre de Mariscos, Libre de Mariscos, Libre de Maní, Libre de Maní, Libre de Frutos Secos, Libre de Frutos Secos, Libre de Nueces, Libre de Nueces, Libre de Sulfitos, Libre de Sulfitos, Libre de Trigo, Libre de Trigo, Libre de Gluten, Libre de Lactosa, Libre de Gluten, Libre de Lactosa","1 Cucharadita (7 g), 1 Cucharadita (7 g)","36, 36","752 / 52.6, 752 / 52.6","0.2 / 0, 0.2 / 0","83 / 5.8, 83 / 5.8","59.7 / 4.2, 59.7 / 4.2","2.2 / 0.2, 2.2 / 0.2","248 / 17.4, 248 / 17.4","1 / 0.1, 1 / 0.1","0.9 / 0.1, 0.9 / 0.1","511 / 35.8, 511 / 35.8",,solido,por_100g,SI,NO,SI,SI,3
Jumbo,Mantequilla Soprole Quilque 200 g,Soprole,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-200g-2067055,"Mantequilla,  Mantequilla de suero,  Sal","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Lactosa",1 Cucharadita (7 g),29,763 / 53.4,0.5 / 0,84.3 / 5.9,57.8 / 4,0.1 / 0,240 / 16.8,0.9 / 0.1,0.9 / 0.1,500 / 35,,solido,por_100g,SI,NO,SI,SI,3
Jumbo,Mantequilla Futaleufú Artesanal 250 g,Futaleufu,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-artesanal-futaleufu-250gr-1893413,"Crema de leche de vaca,  Sal,  Leche (caseína),  Leche (lactosa)","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Cucharadita (7 g),36,"788 / 55.2, 788 / 55.2",0.6 / 0,81 / 5.7,57.8 / 4,0.2 / 0,187 / 13.1,0 / 0,0 / 0,395 / 27.7,,solido,por_100g,SI,NO,SI,NO,2
Jumbo,Mantequilla Ghee Quillayes 225 g,Quillayes,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-225gr,Grasa de leche,"Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Lactosa",1 Cucharadita (7 g),32,899 / 62.9,0 / 0,99.9 / 7,66.3 / 4.6,3.8 / 0.3,280 / 19.6,0 / 0,0 / 0,0 / 0,,solido,por_100g,SI,NO,SI,NO,2
Jumbo,Mantequilla Maral Gourmet 125 g,Maral,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-maral-gourmet-trad-125gr-1924616,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Kéfir de Mantequilla Intremo 210 cc,Intremo,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/kefir-mantequilla-intremo-210cc-2017043,"Crema de leche,  Cultivos vivos de kéfir,  Leche,  Productos lácteos","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Cucharada (25 g),7,251 / 62.8,2.6 / 0.7,25 / 6.3,17 / 4.3,1.1 / 0.3,76.1 / 19,3.8 / 1,3.4 / 0.9,40 / 10,,solido,por_100g,NO,NO,SI,NO,1
Jumbo,Galletas Mini Mantequilla 35 g,Costa,"Galletas Mini > Galletas Dulces > Chocolates, Galletas y Snacks",https://www.jumbo.cl/galleta-costa-mini-mantequilla-35-gr-1939227,"Harina de trigo,  Azúcar,  Aceite de palma fraccionado,  Suero de leche en polvo,  Jarabe de fructosa,  Mantequilla (2%),  Lecitina de soya (emulsificante),  Sal,  Bicarbonato de sodio (leudante),  Fosfato monocálcico (regulador de acidez),  Almidón de maíz,  Saborizante idéntico a natural,  Bicarbonato de amonio (leudante),  Huevos,  Gluten,  Leche,  Soya","Vegetariano, Libre de Peces, Libre de Mariscos",1 Paquete (35 g),1,492 / 172.2,4 / 1.4,20 / 7,10.3 / 3.6,0.36 / 0.1,6.78 / 2.4,73.8 / 25.8,26 / 9.1,391 / 136.9,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Mantequilla Kumey de Campo 250 g,Kümey,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-de-campo-250-g,"Crema de leche,  Sal,  Leche (caseína),  Leche (lactosa)","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Cucharadita (7 g),36,742 / 51.9,0.5 / 0,82 / 5.7,57.3 / 4,2.6 / 0.2,215 / 15.1,0.5 / 0,0.5 / 0,392 / 27.4,,solido,por_100g,SI,NO,SI,NO,2
Jumbo,Aperitivo Puripop Mantequilla 40 g,Purisnacks,"Cabritas > Snacks > Chocolates, Galletas y Snacks",https://www.jumbo.cl/puripop-mantequilla-40gr-1959616,"Maíz,  Aceite de canola,  ácido cítrico,  Maltodextrina de maíz,  Sal,  Paprika,  Cúrcuma,  Saborizante natural,  Sal","Apto para APLV, Libre de Lactosa, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Vegano, Vegetariano, Kosher",1 1/2 Taza (15 g),3,343 / 51.5,8.3 / 1.2,14.3 / 2.1,1.6 / 0.2,0.1 / 0,0 / 0,44.9 / 6.7,1.3 / 0.2,368 / 55.2,,solido,por_100g,SI,NO,NO,NO,1
Jumbo,Palmeritas Mantequilla Deubel 130 g,Deubel,"Pasteles, Galletas y Masas Dulces > Pastelería > Panadería y Pastelería",https://www.jumbo.cl/palmeritas-mantequilla-deubel-130grs-1949974,"Harina de trigo,  Mantequilla,  Azúcar,  Agua,  Margarina vegetal de repostería,  Sal entrefina,  Gluten,  Leche","Vegetariano, Libre de Peces, Libre de Mariscos, Libre de Sulfitos",2 Unidades (13 g),10,555 / 72.2,5.2 / 0.7,34 / 4.4,22 / 2.9,1 / 0.1,66 / 8.6,57 / 7.4,22.5 / 2.9,370 / 48.1,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Mantequilla de Maní Nutrisa 400 g,Nutrisa,"Mantequilla de Maní y Cremas Dulces > Mermeladas, Miel y Otros > Despensa",https://www.jumbo.cl/mantequilla-de-mani-nutrisa-400-g,"Maní tostado (92%),  Polidextrosa,  Harina de coco,  Sal de mar,  Estevia,  Sucralosa,  Frutos secos (maní),  Sulfitos","Libre de Lactosa, Vegano, Vegetariano, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Nueces, Libre de Trigo, Libre de Gluten",1 Cucharada (25 g),16,565 / 141.3,24.4 / 6.1,46.7 / 11.7,6.6 / 1.7,0 / 0,0 / 0,10.6 / 2.7,8.5 / 2.1,342 / 85.5,,solido,por_100g,SI,NO,SI,NO,2
Jumbo,Cuchillo Mantequilla Thor Knife USB,Thorben,"Electrodomésticos > Electro y Tecnología > Hogar, Juguetería y Librería",https://www.jumbo.cl/cuchillo-mantequi-2052081,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Galletas Mckay Mantequilla 140 g,Mckay,"Galletas Tradicionales > Galletas Dulces > Chocolates, Galletas y Snacks",https://www.jumbo.cl/galletas-mckay-140-g-mantequilla,"Harina de trigo,  Azúcar,  Aceite vegetal de palma,  Antioxidante palmitato de ascorbilo,  Antioxidante galato de propilo,  Mantequilla 4.7%,  Jarabe de fructosa,  Huevo en polvo,  Miel de abeja,  Leche descremada en polvo,  Sal,  Suero de leche en polvo,  Almidón de maíz,  Leche condensada azucarada,  Saborizante idéntico a natural,  Leudante bicarbonato de sodio,  Leudante fosfato monocálcico,  Leudante bicarbonato de amonio,  Gluten,  Leche,  Huevo","Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos",5 Galletas (30 g),5,463 / 138.9,6 / 1.8,15.5 / 4.7,8.5 / 2.6,0.3 / 0.1,45 / 13.5,74.9 / 22.5,27 / 8.1,300 / 90,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Palmeritas Mantequilla Deubel 200 g,Deubel,"Pasteles, Galletas y Masas Dulces > Pastelería > Panadería y Pastelería",https://www.jumbo.cl/palmeritas-mantequilla-deubel-200g-1990372,"Harina de trigo,  Mantequilla,  Azúcar,  Agua,  Margarina vegetal de repostería,  Sal entrefina,  Gluten,  Leche","Vegetariano, Libre de Peces, Libre de Mariscos, Libre de Sulfitos",2 Unidades (13 g),15,555 / 72.2,5.2 / 0.7,34 / 4.4,22 / 2.9,1 / 0.1,66 / 8.6,57 / 7.4,22.5 / 2.9,370 / 48.1,,solido,por_100g,SI,SI,SI,NO,3
Jumbo,Mantequilla con Sal 125 g,Kümey,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-con-sal-125-g-1893880,"Crema de leche,  Sal,  Leche (caseína),  Leche (lactosa)","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Cucharadita (7 g),18,742 / 51.9,0.5 / 0,82 / 5.7,57.3 / 4,2.6 / 0.2,215 / 15.1,0.5 / 0,0.5 / 0,392 / 27.4,,solido,por_100g,SI,NO,SI,NO,2
Jumbo,Mantequilla Don Ricardo 250 g,Don Ricardo,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-don-ricardo-250-g,"Crema de leche,  Cloruro de sodio (sal),  Crema de leche (caseína),  Crema de leche (lactosa)","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Cucharadita (7 g),36,742 / 51.9,0.5 / 0,82 / 5.7,57.3 / 4,2.6 / 0.2,215 / 15.1,0.5 / 0,0.5 / 0,392 / 27.4,,solido,por_100g,SI,NO,SI,NO,2
Jumbo,Syrup Pancake Mantequilla Hungry Jack,Hungry Jack,"Syrups > Mermeladas, Miel y Otros > Despensa > Experiencias Jumbo > Productos Importados > Productos Americanos",https://www.jumbo.cl/syrup-pancake-manteq-hungry-jack-710ml-1992275,"Jarabe de maíz,  Jarabe de maíz alto en fructosa,  Agua,  Goma de celulosa,  Sal,  Colorante caramelo,  Citrato sórbico,  Benzoato de sodio,  Saborizante natural,  Saborizante artificial","Apto para APLV, Libre de Lactosa, Vegano, Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Kosher",2 Cucharadas (30 ml),24,367 / 110.1,0 / 0,0 / 0,,,,90 / 27,67 / 20.1,283 / 84.9,,solido,por_100g,SI,SI,sin_datos,NO,2
Jumbo,Mantequilla Colun con Sal 250 g,Colun,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-con-sal-colun-250-g,"Crema de leche pasteurizada,  Sal,  Vitamina d3","Libre de Soya, Libre de Huevo, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Lactosa, Kosher",1 Cucharadita (7 g),36,754 / 52.8,0.6 / 0,83.2 / 5.8,55.13 / 3.9,3.89 / 0.3,227 / 15.9,0.7 / 0,0.7 / 0,398 / 27.9,,solido,por_100g,SI,NO,SI,NO,2
Jumbo,Mantequilla Soprole Untable Pote 320 g,Soprole,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-soprole-untable-pote-320g-2055144,"Crema de leche,  Sal","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Lactosa",1 Cucharadita (7 g),46,746 / 52.2,0.5 / 0,82 / 5.7,55.2 / 3.9,3.2 / 0.2,220 / 15.4,0.5 / 0,0.5 / 0,480 / 33.6,,solido,por_100g,SI,NO,SI,SI,3
Jumbo,Mantequilla Soprole Sin Sal 250 g,Soprole,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-soprole-pan-250-g-sin-sal,Crema de leche,"Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten, Libre de Lactosa, Kosher",1 Cucharadita (7 g),36,763 / 53.4,0.6 / 0,84.1 / 5.9,57.8 / 4,0.5 / 0,169 / 11.8,1 / 0.1,0.94 / 0.1,9.3 / 0.7,,solido,por_100g,SI,NO,SI,NO,2
Jumbo,Papel Mantequilla Alupaper Rollo 7.5 m,Alupaper,"Cocina y Mesa > Hogar > Hogar, Juguetería y Librería",https://www.jumbo.cl/papel-mantequilla-para-hornear-alusa-en-rollo-7-5-m-alusa-301007,,,,,,,,,,,,,,,indeterminado,por_100g,sin_datos,sin_datos,sin_datos,sin_datos,0
Jumbo,Mantequilla Calo con Sal 125 g,Calo,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-calo-con-sal-pan-125-g,"Crema pasteurizada de leche,  Sal","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Kosher",1 Cdta (5 g),25,742 / 37.1,0.6 / 0,82 / 4.1,57 / 2.9,5 / 0.3,240 / 12,0.5 / 0,0.5 / 0,700 / 35,,solido,por_100g,SI,NO,SI,SI,3
Jumbo,Mantequilla Rumay con Sal 200 g,Rumay,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-rumay-200g-1859972,"Crema de leche de vaca pasteurizada,  Sal,  Lactosa,  Lactoproteínas","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten",1 Cuchara (7 g),29,745 / 52.2,0.5 / 0,82.5 / 5.8,57.4 / 4,0.36 / 0,225 / 15.8,0 / 0,0 / 0,733 / 51.3,,solido,por_100g,SI,NO,SI,SI,3
Jumbo,Mantequilla con Sal Kerrygold 200 g,Kerrygold,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados > Experiencias Jumbo > Productos Importados > Productos Europeos",https://www.jumbo.cl/mantequilla-kerrygold-c-sal-200-gr-1965569,"Crema de leche pasteurizada,  Sal,  Leche (lactosa)","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo",1 Cucharadita (7 g),29,744 / 52.1,0.6 / 0,80 / 5.6,53 / 3.7,2.9 / 0.2,213 / 14.9,0.6 / 0,0.6 / 0,702 / 49.1,,solido,por_100g,SI,NO,SI,SI,3
Jumbo,Mantequilla Quillayes con Sal 200 g,Quillayes,"Mantequillas > Mantequillas y Margarinas > Lácteos, Huevos y Congelados",https://www.jumbo.cl/mantequilla-con-sal-quillayes-200gr-2028314,"Crema de leche natural pasteurizada,  Sal","Vegetariano, Libre de Soya, Libre de Huevo, Libre de Peces, Libre de Mariscos, Libre de Maní, Libre de Frutos Secos, Libre de Nueces, Libre de Sulfitos, Libre de Trigo, Libre de Gluten",1 Cucharadita (7 g),28,738 / 51.7,0.5 / 0,82 / 5.7,52.2 / 3.7,3.6 / 0.3,217 / 15.2,0.6 / 0,0.6 / 0,400 / 28,,solido,por_100g,SI,NO,SI,SI,3
